,tags_overall,f1-score,precision,recall,support,model_name,model_type
289,VB,0.9192191715600698,0.9236166480625101,0.9148633707155268,6331.0,crf-with-suffix-fold03-seed02.joblib,crf-with-suffix
290,WH,0.8148148148148149,0.8627450980392157,0.7719298245614035,57.0,crf-with-suffix-fold03-seed02.joblib,crf-with-suffix
291,X,0.3305785123966942,0.7407407407407407,0.2127659574468085,94.0,crf-with-suffix-fold03-seed02.joblib,crf-with-suffix
292,Z,0.9980265012686778,0.9981203007518796,0.997932719413644,5321.0,crf-with-suffix-fold03-seed02.joblib,crf-with-suffix
293,fw,0.0,0.0,0.0,0.0,crf-with-suffix-fold03-seed02.joblib,crf-with-suffix
294,macro avg,0.8656454519047315,0.8972298950899263,0.8485427367654221,51191.0,crf-with-suffix-fold03-seed02.joblib,crf-with-suffix
295,micro avg,0.9433298822058565,0.9433298822058565,0.9433298822058565,51191.0,crf-with-suffix-fold03-seed02.joblib,crf-with-suffix
296,weighted avg,0.9428343449728316,0.9430530800619668,0.9433298822058565,51191.0,crf-with-suffix-fold03-seed02.joblib,crf-with-suffix
297,CC,0.9728203318037416,0.9724770642201837,0.9731638418079096,1416.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
298,CD,0.9747827325829891,0.9796678121420388,0.9699461298554012,3527.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
299,DT,0.9832402234636872,1.0,0.967032967032967,91.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
300,FW,0.8514851485148516,0.9148936170212766,0.7962962962962963,486.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
301,IN,0.9377486543412124,0.931643803766566,0.9439340400471142,4245.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
302,JJ,0.8780860269788752,0.8832565284178188,0.8729757085020243,1976.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
303,MD,0.9361111111111112,0.9199272065514104,0.9528746465598492,1061.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
304,NEG,0.9445324881141046,0.9551282051282052,0.9341692789968652,319.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
305,NN,0.9245033112582782,0.9168855982803916,0.9322486644001944,12354.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
306,NND,0.8680000000000001,0.9273504273504274,0.8157894736842105,266.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
307,NNP,0.9506382978723404,0.9474130619168788,0.9538855678906916,7026.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
308,OD,0.8243243243243245,0.8840579710144928,0.7721518987341772,158.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
309,PR,0.9936131386861314,0.9909008189262968,0.9963403476669715,1093.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
310,PRP,0.9917573359709856,0.9947089947089948,0.9888231426692964,1521.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
311,RB,0.9052204764318298,0.9311783107403544,0.8806706114398422,1014.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
312,RP,1.0,1.0,1.0,27.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
313,SC,0.9249724163295328,0.9209080922738924,0.9290727742888808,2707.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
314,SYM,0.9906542056074764,0.9929742388758782,0.9883449883449884,429.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
315,UH,0.2857142857142857,1.0,0.16666666666666666,6.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
316,VB,0.9198172652804032,0.9241848686293129,0.9154907494512388,6378.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
317,WH,0.7526881720430106,0.7954545454545454,0.7142857142857143,49.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
318,X,0.3773584905660377,0.7142857142857143,0.2564102564102564,78.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
319,Z,0.9962917181705808,0.997334856272606,0.9952507598784196,5264.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
320,fw,0.0,0.0,0.0,0.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
321,macro avg,0.8410150064652413,0.8956096556657203,0.8214926885379157,51491.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
322,micro avg,0.9411159231710396,0.9411159231710396,0.9411159231710396,51491.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
323,weighted avg,0.9407125565410852,0.9409436640114428,0.9411159231710396,51491.0,crf-with-suffix-fold04-seed06.joblib,crf-with-suffix
324,CC,0.9831715210355988,0.9876462938881664,0.9787371134020618,1552.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
325,CD,0.9940086387069808,0.994701617401004,0.9933166248955724,3591.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
326,DT,0.9722222222222222,0.9722222222222222,0.9722222222222222,72.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
327,FW,0.8597914252607185,0.9160493827160494,0.8100436681222707,458.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
328,IN,0.9650553999756484,0.9625941219334468,0.967529296875,4096.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
329,JJ,0.9484902309058616,0.9492127983748097,0.9477687626774848,1972.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
330,MD,0.9890424011434016,0.9933014354066986,0.9848197343453512,1054.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
331,NEG,0.9947826086956522,0.9930555555555556,0.9965156794425089,287.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
332,NN,0.9721299521996274,0.9700080840743734,0.9742611237414746,12316.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
333,NND,0.9221556886227544,0.9390243902439024,0.9058823529411764,255.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
334,NNP,0.957798985982702,0.9514146052436676,0.9642696291848072,6661.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
335,OD,0.9132075471698112,0.9453125,0.8832116788321168,137.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
336,PR,0.99594411897251,0.9972924187725632,0.9945994599459946,1111.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
337,PRP,0.9957969608794052,0.9974093264248703,0.9941897998708844,1549.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
338,RB,0.9684526790185276,0.9767676767676768,0.9602780536246276,1007.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
339,RP,0.9655172413793104,1.0,0.9333333333333332,30.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
340,SC,0.95311004784689,0.9489329268292684,0.9573241061130334,2601.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
341,SYM,0.9953051643192488,1.0,0.9906542056074766,428.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
342,UH,0.8,0.6666666666666666,1.0,2.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
343,VB,0.9889194499017682,0.9902423670129052,0.9876000627844922,6371.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
344,WH,0.9148936170212768,0.9555555555555556,0.8775510204081632,49.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
345,X,0.5625,0.8,0.43373493975903615,83.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
346,Z,0.998273215656178,0.9980817187799732,0.9984647860295528,5211.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
347,fw,0.0,0.0,0.0,0.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
348,macro avg,0.9004403798715038,0.9127288193278904,0.89609615225661,50893.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
349,micro avg,0.9743383176468275,0.9743383176468275,0.9743383176468275,50893.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
350,weighted avg,0.9741426280108842,0.9742210972651816,0.9743383176468275,50893.0,crf-with-allfix-fold01-seed42.joblib,crf-with-allfix
351,CC,0.9868642640619736,0.9905341446923596,0.9832214765100672,1490.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
352,CD,0.99510009799804,0.9932923420905534,0.9969144460028052,3565.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
353,DT,0.9726775956284154,0.956989247311828,0.9888888888888888,90.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
354,FW,0.8737430167597764,0.8926940639269406,0.8555798687089715,457.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
355,IN,0.963157894736842,0.9616175462645647,0.9647031858812743,4363.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
356,JJ,0.943453128926866,0.9552162849872774,0.9319761668321748,2014.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
357,MD,0.9889135254988912,0.9902309058614563,0.9875996457041628,1129.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
358,NEG,0.985553772070626,0.9903225806451612,0.9808306709265175,313.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
359,NN,0.9710844334543134,0.9674958277040452,0.9746997598078464,12490.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
360,NND,0.92967409948542,0.9542253521126759,0.9063545150501672,299.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
361,NNP,0.9581804842259722,0.9563561804335092,0.9600117612466922,6802.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
362,OD,0.9219858156028368,0.9420289855072465,0.9027777777777778,144.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
363,PR,0.9949238578680204,0.9953831948291784,0.9944649446494463,1084.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
364,PRP,0.9954604409857328,0.9967532467532468,0.9941709844559584,1544.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
365,RB,0.961577350859454,0.9635258358662614,0.9596367305751766,991.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
366,RP,1.0,1.0,1.0,41.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
367,SC,0.945042492917847,0.9420180722891566,0.9480863963622584,2639.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
368,SYM,0.9946294307196564,1.0,0.9893162393162394,468.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
369,UH,0.9333333333333332,1.0,0.875,8.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
370,VB,0.9885687441277796,0.9884139658681698,0.9887235708692248,6385.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
371,WH,0.8490566037735849,0.9,0.8035714285714286,56.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
372,X,0.4791666666666667,0.8518518518518519,0.3333333333333333,69.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
373,Z,0.9976359338061466,0.9975416036308624,0.9977302818233402,5287.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
374,fw,0.0,0.0,0.0,0.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
375,macro avg,0.9012409576461748,0.9244371346927645,0.8882330030539064,51728.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
376,micro avg,0.9732639962882772,0.9732639962882772,0.9732639962882772,51728.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
377,weighted avg,0.9730265288205999,0.9731384683239076,0.9732639962882772,51728.0,crf-with-allfix-fold02-seed29.joblib,crf-with-allfix
378,CC,0.9871621621621622,0.98582995951417,0.9884979702300406,1478.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
379,CD,0.993542953396968,0.9943804439449284,0.9927068723702664,3565.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
380,DT,1.0,1.0,1.0,60.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
381,FW,0.8765690376569039,0.926991150442478,0.8313492063492064,504.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
382,IN,0.9634985422740524,0.9602510460251046,0.9667680786332788,4273.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
383,JJ,0.9463672391017172,0.9582664526484752,0.9347599164926932,1916.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
384,MD,0.9911256422232604,0.9925163704396632,0.9897388059701492,1072.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
385,NEG,0.9920508744038156,0.9873417721518988,0.9968051118210862,313.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
386,NN,0.9710540243455604,0.9658244250080984,0.9763405648792468,12215.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
387,NND,0.9340463458110516,0.9562043795620438,0.9128919860627178,287.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
388,NNP,0.9581129378127234,0.9552451539338654,0.960997992543734,6974.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
389,OD,0.924242424242424,0.931297709923664,0.9172932330827068,133.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
390,PR,0.9976711690731254,0.9962790697674418,0.9990671641791044,1072.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
391,PRP,0.9940983606557376,0.9960578186596584,0.9921465968586388,1528.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
392,RB,0.9658385093167702,0.9739039665970772,0.957905544147844,974.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
393,RP,0.9866666666666666,0.9736842105263158,1.0,37.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
394,SC,0.9472254559565388,0.9486980178779636,0.945757458349477,2581.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
395,SYM,0.9936948297604036,0.9974683544303796,0.9899497487437184,398.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
396,UH,0.9333333333333332,1.0,0.875,8.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
397,VB,0.9884730775303964,0.9881610102604578,0.9887853419680936,6331.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
398,WH,0.8623853211009175,0.903846153846154,0.8245614035087719,57.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
399,X,0.4776119402985074,0.8,0.3404255319148936,94.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
400,Z,0.9980261302754018,0.9983076344490409,0.9977447848148844,5321.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
401,fw,0.0,0.0,0.0,0.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
402,macro avg,0.9034498740582684,0.92460646250037,0.8908122213716897,51191.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
403,micro avg,0.9734718993573088,0.9734718993573088,0.9734718993573088,51191.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
404,weighted avg,0.9731476537832318,0.9732588026126004,0.9734718993573088,51191.0,crf-with-allfix-fold03-seed02.joblib,crf-with-allfix
405,CC,0.9858256555634304,0.9893314366998578,0.9823446327683616,1416.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
406,CD,0.9922107350233678,0.9912280701754386,0.9931953501559398,3527.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
407,DT,0.977777777777778,0.9887640449438202,0.967032967032967,91.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
408,FW,0.8803512623490669,0.9435294117647058,0.8251028806584362,486.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
409,IN,0.9617961678617608,0.9598779915532614,0.9637220259128386,4245.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
410,JJ,0.9463513857106536,0.9509453244762393,0.9418016194331984,1976.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
411,MD,0.9910165484633571,0.9943074003795066,0.9877474081055608,1061.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
412,NEG,0.9968652037617556,0.9968652037617556,0.9968652037617556,319.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
413,NN,0.9691320663357949,0.9662080617909728,0.9720738222438076,12354.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
414,NND,0.9333333333333332,0.945945945945946,0.9210526315789472,266.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
415,NNP,0.9543939286474218,0.9512229605542204,0.9575861087389697,7026.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
416,OD,0.9260450160771704,0.9411764705882352,0.9113924050632912,158.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
417,PR,0.9972527472527474,0.9981668194317141,0.9963403476669715,1093.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
418,PRP,0.9957335083688874,0.9941022280471822,0.997370151216305,1521.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
419,RB,0.965586034912718,0.9767911200807264,0.9546351084812624,1014.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
420,RP,1.0,1.0,1.0,27.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
421,SC,0.9472713864306784,0.9455281560544718,0.9490210565201329,2707.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
422,SYM,0.9894982497082848,0.9906542056074766,0.9883449883449884,429.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
423,UH,0.6666666666666666,1.0,0.5,6.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
424,VB,0.9886532592534628,0.9868770504608656,0.9904358733145188,6378.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
425,WH,0.8543689320388349,0.8148148148148148,0.8979591836734694,49.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
426,X,0.5132743362831858,0.8285714285714286,0.3717948717948718,78.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
427,Z,0.996198441360958,0.996766831494865,0.995630699088146,5264.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
428,fw,0.0,0.0,0.0,0.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
429,macro avg,0.8929001101325547,0.9229864573832294,0.8775603889814475,51491.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
430,micro avg,0.9721116311588432,0.9721116311588432,0.9721116311588432,51491.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
431,weighted avg,0.9718643780340436,0.9719993098692434,0.9721116311588432,51491.0,crf-with-allfix-fold04-seed06.joblib,crf-with-allfix
